,State,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
24,CT,18.17253444797046,18.751280158060325,19.136666861288983,18.806869023326094,19.067341626445074,19.747601389196735,19.25583099646638,19.16810546884228,19.848657372224512,19.00680057968851,18.467686102812614,18.209970528862375,19.03259259688724,19.472459047862227,17.91619626090517,17.915817707984118,19.180507143418147,18.683129237057596,18.455075019488813,18.459196192908838,18.321385659906596,18.30927413521692,17.802498121599417,18.183106910304858,18.76196080864182,19.340360817357247,17.984985413751513,17.89335385580271,16.952058238535336,17.267636368216724,18.079422571645132,16.32324121834471,16.62958768174821,17.386327582045983,18.07381016409557,17.881233850719266,16.43793095388408,16.10869666713215,17.015037088868983,16.826966049382715
25,OH,24.1,22.633333333333336,20.1,18.806869023326094,19.067341626445074,19.747601389196735,19.25583099646638,19.16810546884228,19.848657372224512,19.00680057968851,18.467686102812614,18.209970528862375,19.03259259688724,19.472459047862227,2.5,16.154545454545456,18.63896103896104,17.395454545454545,16.925757575757576,17.436363636363634,18.65,16.88961038961039,18.198701298701295,18.384415584415585,18.29714285714285,18.11818181818182,17.618181818181817,18.85,17.61,18.021818181818183,19.76636363636364,17.998181818181813,16.672727272727272,19.321454545454547,20.250303030303023,18.96343434343434,18.749292929292928,19.419999999999995,16.518181818181816,15.1
26,DE,18.17253444797046,18.751280158060325,19.136666861288983,18.806869023326094,19.067341626445074,19.747601389196735,19.25583099646638,19.16810546884228,19.848657372224512,19.00680057968851,18.467686102812614,18.209970528862375,19.03259259688724,19.472459047862227,17.91619626090517,17.915817707984118,19.180507143418147,18.683129237057596,18.455075019488813,18.459196192908838,18.321385659906596,18.30927413521692,17.802498121599417,18.183106910304858,18.76196080864182,19.340360817357247,17.984985413751513,17.89335385580271,16.952058238535336,17.07272727272727,18.580000000000005,16.32324121834471,16.62958768174821,17.386327582045983,18.07381016409557,17.881233850719266,16.43793095388408,16.10869666713215,17.015037088868983,16.826966049382715
27,MS,23.416195286195286,24.10142045454545,25.38515782828283,24.73390151515152,25.22920454545455,25.233423120089785,24.240101010101014,23.272157687991022,25.96469135802469,25.11820707070707,24.409727272727274,23.837886363636365,25.03509090909091,25.11921212121212,23.87184090909091,23.530752525252534,25.24227272727273,26.09587987012987,24.950808080808077,26.38934343434344,25.05798051948052,24.83713498622589,23.454598255280075,24.74912239275876,24.435342056932964,24.63272727272728,24.06285858585859,24.34693067033977,25.25704545454545,24.72290909090909,25.600558080808092,24.000464384100752,23.90080808080809,25.134735048901714,23.50404040404041,24.41353896103897,22.08376623376623,21.605555555555554,24.04545454545455,24.442857142857147
28,CA,24.77575757575757,23.236363636363635,23.15454545454545,23.29090909090909,23.536363636363635,21.077777777777786,22.454545454545453,22.318181818181817,21.92727272727273,12.644444444444444,17.075,18.209970528862375,19.03259259688724,19.472459047862227,17.91619626090517,17.915817707984118,19.180507143418147,18.683129237057596,18.455075019488813,18.459196192908838,18.321385659906596,18.30927413521692,17.802498121599417,18.183106910304858,18.76196080864182,19.340360817357247,17.984985413751513,17.89335385580271,16.952058238535336,17.267636368216724,18.079422571645132,16.32324121834471,16.62958768174821,17.386327582045983,18.07381016409557,17.881233850719266,16.43793095388408,16.10869666713215,17.015037088868983,16.826966049382715
29,AK,18.17253444797046,18.751280158060325,19.136666861288983,18.806869023326094,19.067341626445074,19.747601389196735,19.25583099646638,19.16810546884228,19.848657372224512,19.00680057968851,18.467686102812614,18.209970528862375,19.03259259688724,19.472459047862227,17.91619626090517,5.233333333333333,3.536363636363636,2.0700000000000003,5.262121212121212,1.231746031746032,3.351515151515152,4.954207792207791,6.037636363636364,4.7194285714285735,4.401226551226552,4.213311688311689,1.321875,13.283333333333335,-9.65,3.6016738816738822,3.984343434343433,2.859619047619048,4.339757575757576,4.01840909090909,4.506818181818182,4.313977272727273,4.106376623376623,3.80690909090909,4.270727272727274,3.935
30,TX,24.03642045454545,24.03554401154401,25.25236363636364,25.732124819624826,26.0693265993266,24.19017604617604,23.604350649350646,23.220707070707068,25.028842975206608,24.448798701298703,25.523335497835497,24.554231601731605,24.745950413223138,25.51879560915276,25.285400432900435,24.868152958152947,26.044418979713093,25.076019570707068,25.8034583934584,24.91048124098124,24.29313749742321,23.84073593073593,23.560225468975467,23.585217560217558,25.171317571317573,23.59969696969697,23.271294765840217,24.238339715839718,24.157427521972977,25.045311355311355,24.662329545454543,23.650633608815433,23.360041322314054,23.67983241505969,23.48506493506493,24.248989898989898,25.02774621212121,23.68860795454545,24.129027777777786,22.73530612244898
31,WA,18.17253444797046,18.751280158060325,19.136666861288983,18.806869023326094,19.067341626445074,19.747601389196735,19.25583099646638,19.16810546884228,19.848657372224512,19.00680057968851,18.467686102812614,18.209970528862375,19.03259259688724,26.5,17.91619626090517,17.915817707984118,19.180507143418147,18.683129237057596,18.455075019488813,18.459196192908838,18.321385659906596,18.30927413521692,17.802498121599417,18.183106910304858,18.76196080864182,19.340360817357247,17.984985413751513,17.89335385580271,16.952058238535336,11.10909090909091,12.000000000000002,11.245454545454542,9.154545454545453,9.881818181818184,9.254545454545452,8.4,8.381818181818181,12.78181818181818,12.918181818181818,15.483333333333334
32,NJ,11.854545454545455,13.463636363636367,13.75333333333333,13.549090909090907,13.401683501683502,12.733333333333334,12.478787878787875,15.08030303030303,15.002020202020205,13.942424242424245,8.354074074074076,13.52727272727273,13.369696969696967,13.966666666666667,13.00242424242424,14.087272727272728,14.578148148148145,15.842424242424245,8.163636363636364,14.918181818181818,11.604545454545455,13.554545454545455,14.272727272727273,14.500000000000002,18.22727272727273,17.481818181818184,18.40909090909091,19.655555555555555,3.3,18.081818181818182,18.33636363636364,17.92727272727273,17.13636363636364,18.218181818181808,18.55454545454545,17.39090909090909,16.572727272727274,17.754545454545454,17.154545454545453,17.614285714285714
33,HI,25.81212121212121,26.118434343434345,26.70090909090909,29.209090909090914,24.292929292929287,25.01948051948052,25.25409090909091,25.236363636363638,25.22424242424242,24.625,24.06818181818182,23.627272727272725,23.50568181818182,23.802727272727275,23.06969696969697,23.03121212121212,22.54545454545455,23.37575757575757,23.90572390572391,24.08484848484849,23.343636363636364,22.895454545454545,23.68787878787879,23.65541125541125,23.23181818181818,23.816969696969696,23.399848484848484,22.752475649350647,23.51704545454545,24.01250000000001,24.04568181818182,24.1,24.09090909090909,23.89090909090909,24.91818181818182,23.61818181818181,24.63750000000001,16.10869666713215,17.015037088868983,16.826966049382715
34,IN,17.126279220779214,16.19212121212121,15.588181818181818,15.456139315230224,15.603553719008264,16.63583333333333,15.20702479338843,13.941955922865011,14.404848484848484,15.146767676767675,13.751765873015875,13.246428571428574,14.080909090909092,13.432727272727275,14.773863636363634,13.944155844155846,15.498863636363636,15.640981240981242,14.07875,15.396254208754208,16.776171923314777,14.301136363636365,16.215278293135437,15.926969696969698,17.15539393939394,19.316536796536802,12.569166666666668,13.465714285714286,18.411233766233767,17.28053977272727,18.76805555555556,15.680681818181816,15.252272727272725,17.046022727272728,17.639898989898988,16.46170454545455,16.88477272727273,17.409280303030304,18.481493506493507,13.953741496598639
35,PA,18.17253444797046,18.751280158060325,19.136666861288983,18.806869023326094,19.067341626445074,19.747601389196735,19.25583099646638,19.16810546884228,19.848657372224512,19.00680057968851,18.467686102812614,18.209970528862375,19.03259259688724,19.472459047862227,17.91619626090517,17.915817707984118,19.180507143418147,18.683129237057596,18.455075019488813,18.459196192908838,18.321385659906596,18.30927413521692,17.802498121599417,18.183106910304858,18.76196080864182,19.340360817357247,17.984985413751513,17.89335385580271,16.952058238535336,15.13,14.490909090909089,12.845454545454546,10.277777777777775,13.622222222222225,12.875,12.655555555555555,12.3,12.777777777777775,13.836363636363634,11.24
36,VT,18.17253444797046,18.751280158060325,19.136666861288983,18.806869023326094,19.067341626445074,19.747601389196735,19.25583099646638,19.16810546884228,19.848657372224512,19.00680057968851,18.467686102812614,18.209970528862375,19.03259259688724,19.472459047862227,17.91619626090517,17.915817707984118,19.180507143418147,18.683129237057596,18.455075019488813,18.459196192908838,18.321385659906596,18.30927413521692,17.802498121599417,18.183106910304858,18.76196080864182,19.340360817357247,17.984985413751513,17.89335385580271,16.952058238535336,17.267636368216724,18.079422571645132,16.32324121834471,16.62958768174821,17.386327582045983,18.07381016409557,17.881233850719266,16.43793095388408,16.10869666713215,17.015037088868983,16.826966049382715
37,NM,22.597863636363634,21.89532467532468,23.040606060606066,23.569000000000006,23.05181818181818,21.833131313131318,22.25194805194805,20.149848484848484,21.890121212121205,21.228311688311685,19.90727272727273,20.965909090909093,21.91636363636364,22.325277777777767,22.008585858585853,19.00056818181818,21.352272727272727,20.54136363636364,21.816136363636364,21.95909090909091,22.40530303030303,21.760909090909095,20.993181818181817,22.07409090909091,23.138636363636365,24.63560606060606,22.34090909090909,22.002525252525245,22.058636363636364,17.299999999999994,19.55454545454546,18.145454545454548,18.881818181818183,21.37777777777778,19.75454545454545,20.22727272727273,20.972727272727283,18.327272727272728,19.34545454545454,23.08571428571429
38,MD,18.17253444797046,18.751280158060325,19.136666861288983,18.806869023326094,19.067341626445074,19.747601389196735,19.25583099646638,19.16810546884228,19.848657372224512,19.00680057968851,18.467686102812614,18.209970528862375,19.03259259688724,19.472459047862227,17.91619626090517,17.915817707984118,19.180507143418147,18.683129237057596,18.455075019488813,18.459196192908838,18.321385659906596,18.30927413521692,17.802498121599417,18.183106910304858,18.76196080864182,19.340360817357247,17.984985413751513,17.89335385580271,16.952058238535336,18.84545454545454,19.200000000000006,17.227272727272727,18.045454545454547,18.88181818181818,20.19090909090909,19.745454545454546,19.40909090909091,19.918181818181807,20.20909090909091,17.58
39,VA,18.17253444797046,18.751280158060325,19.136666861288983,18.806869023326094,19.067341626445074,19.747601389196735,19.25583099646638,19.16810546884228,19.848657372224512,19.00680057968851,18.467686102812614,18.209970528862375,19.03259259688724,19.472459047862227,17.91619626090517,17.915817707984118,19.180507143418147,18.683129237057596,18.455075019488813,18.459196192908838,18.321385659906596,18.30927413521692,17.802498121599417,18.183106910304858,18.76196080864182,19.340360817357247,17.984985413751513,17.89335385580271,16.952058238535336,17.267636368216724,18.079422571645132,16.32324121834471,16.62958768174821,17.386327582045983,18.07381016409557,17.881233850719266,16.43793095388408,16.10869666713215,17.015037088868983,16.826966049382715
40,NC,18.17253444797046,18.751280158060325,19.136666861288983,18.806869023326094,19.067341626445074,19.747601389196735,19.25583099646638,19.16810546884228,19.848657372224512,19.00680057968851,18.467686102812614,18.209970528862375,19.03259259688724,19.472459047862227,17.91619626090517,17.915817707984118,19.180507143418147,18.683129237057596,18.455075019488813,18.459196192908838,18.321385659906596,18.30927413521692,4.2,14.633333333333333,13.166666666666664,14.822222222222226,13.644444444444444,13.411111111111113,16.57,20.464444444444442,17.43535353535354,16.814393939393938,17.486406926406925,15.62343434343434,17.51,14.693265993265994,20.79878787878788,16.415340909090908,17.11931818181818,17.633333333333336
41,MN,15.354545454545452,16.854545454545452,17.454545454545453,15.909090909090908,16.81818181818182,20.9,17.418181818181818,14.863636363636367,15.91818181818182,15.290909090909093,15.18181818181818,13.818181818181818,16.17,14.254545454545456,6.884090909090909,11.09,15.820000000000002,15.336363636363634,19.5,16.34444444444445,15.563636363636364,19.5,16.47272727272727,15.872727272727273,16.454545454545453,15.28181818181818,13.163636363636366,13.263636363636365,14.881818181818181,15.339999999999998,16.636363636363637,14.39,14.045454545454545,14.936363636363636,16.500000000000004,15.70909090909091,13.18181818181818,14.118181818181819,14.963636363636365,13.32
42,AR,18.17253444797046,18.751280158060325,19.136666861288983,18.806869023326094,21.514285714285712,18.43,21.077777777777776,22.06666666666667,22.74,23.3,20.52,20.009090909090904,21.566666666666666,23.491818181818186,22.52136363636364,23.59,24.695,23.45772727272728,22.906984126984128,22.23333333333333,20.995909090909084,20.839610389610392,23.15454545454545,26.97272727272728,26.25454545454545,26.036363636363635,24.56363636363637,24.4,26.018181818181816,25.88181818181818,25.718181818181826,19.9,16.62958768174821,17.386327582045983,18.07381016409557,17.881233850719266,16.43793095388408,16.10869666713215,17.015037088868983,16.826966049382715
43,NV,12.4625,18.751280158060325,19.136666861288983,18.806869023326094,19.067341626445074,19.747601389196735,19.25583099646638,19.16810546884228,19.848657372224512,19.00680057968851,18.467686102812614,18.209970528862375,19.03259259688724,19.472459047862227,17.91619626090517,17.915817707984118,19.180507143418147,18.683129237057596,18.455075019488813,18.459196192908838,18.321385659906596,18.30927413521692,17.802498121599417,18.183106910304858,18.76196080864182,19.340360817357247,17.984985413751513,17.89335385580271,16.952058238535336,17.267636368216724,18.079422571645132,16.32324121834471,16.62958768174821,17.386327582045983,18.07381016409557,17.881233850719266,16.43793095388408,16.10869666713215,17.015037088868983,16.826966049382715
44,WY,15.359772727272727,15.766363636363636,17.024545454545454,17.623181818181816,14.385,14.779545454545454,16.115909090909092,15.311363636363636,13.855000000000002,14.7,15.993181818181816,13.293181818181818,15.209090909090907,14.1,15.196212121212122,13.892727272727273,15.80090909090909,16.044772727272726,14.790909090909093,15.586363636363634,14.858080808080807,10.504545454545452,13.357727272727272,17.5125,18.76196080864182,19.340360817357247,17.984985413751513,17.89335385580271,16.952058238535336,17.267636368216724,18.079422571645132,16.32324121834471,16.62958768174821,17.386327582045983,18.07381016409557,17.881233850719266,16.43793095388408,16.10869666713215,17.015037088868983,16.826966049382715
45,ID,13.131526374859707,13.593636363636362,12.536722783389447,12.969054834054836,15.192272727272725,13.203961840628507,14.316632846320346,14.04441287878788,14.351363636363635,13.930681818181816,14.576249999999998,12.369195075757576,13.82900432900433,13.652294372294376,14.032560296846011,14.400181818181816,15.327792207792209,12.083160173160172,13.747818181818184,13.588571428571427,14.120274170274172,15.116926406926408,13.632181818181815,12.271818181818185,14.48939393939394,15.436363636363636,14.166666666666664,7.7303030303030305,8.0,12.009090909090911,8.625,14.2,10.325,9.366666666666667,18.516666666666666,17.881233850719266,6.6,12.9,12.772727272727273,16.826966049382715
46,UT,11.96,13.659999999999995,13.581818181818186,13.209090909090907,15.045454545454545,14.527272727272726,15.009090909090908,13.44,14.1,13.245454545454544,14.990909090909092,14.566666666666665,12.866666666666665,14.245454545454548,15.43333333333333,13.49,14.8,14.475,13.3875,11.75,15.642857142857142,12.8,13.8,11.5,10.82,19.340360817357247,17.984985413751513,20.8,7.9,1.85,0.5,15.68,19.2,14.55,4.166666666666667,14.7,14.254545454545456,11.69,10.925,-0.5
47,OR,14.112727272727273,15.978597402597403,16.651590909090906,19.20822510822511,21.003272727272726,22.057954545454546,21.130000000000006,16.71363636363636,20.19212121212121,18.4425,21.29863636363636,20.65409090909091,21.36636363636364,20.450681818181817,19.564696969696968,19.80636363636364,18.433068181818182,16.82136363636364,18.835,19.76829545454545,19.424444444444443,20.665454545454548,20.013116883116886,19.50795454545455,20.19954545454545,20.49623015873016,19.401818181818182,12.8,13.6,17.267636368216724,18.079422571645132,16.32324121834471,16.62958768174821,17.386327582045983,18.07381016409557,17.881233850719266,16.43793095388408,16.10869666713215,17.015037088868983,16.826966049382715
48,MI,9.20909090909091,9.68181818181818,10.31,8.918181818181818,9.345454545454547,9.381818181818184,7.866666666666667,9.0,9.118181818181816,11.633333333333333,10.022222222222222,6.1400000000000015,7.854545454545454,8.14,5.066666666666666,10.7,16.37272727272727,16.03333333333333,15.928571428571427,12.82962962962963,13.754040404040403,15.349318181818182,13.532727272727273,10.717056277056276,16.13715277777778,16.45486111111111,14.426666666666668,13.8295,14.314343434343431,13.785418470418474,13.948253367003367,12.369870129870133,13.903246753246751,15.27222222222222,14.579545454545453,14.356709956709958,15.342929292929295,13.777489177489178,13.789393939393939,14.764761904761903
49,ND,18.17253444797046,18.751280158060325,19.136666861288983,18.806869023326094,19.067341626445074,19.747601389196735,19.25583099646638,19.16810546884228,19.848657372224512,19.00680057968851,18.467686102812614,18.209970528862375,19.03259259688724,19.472459047862227,17.91619626090517,17.915817707984118,19.180507143418147,18.683129237057596,18.455075019488813,18.459196192908838,18.321385659906596,18.30927413521692,17.802498121599417,18.183106910304858,18.76196080864182,19.340360817357247,17.984985413751513,17.89335385580271,16.952058238535336,17.267636368216724,18.079422571645132,16.32324121834471,16.62958768174821,17.386327582045983,18.07381016409557,17.881233850719266,16.43793095388408,16.10869666713215,17.015037088868983,16.826966049382715
